,title,price,like,view,article,category,location,link
485,갤럭시워치 4 우영미에디션,"420,000",4,371,풀박스 입니다! 하자 없습니다 쿨거래시 네고 해드립니다 직거래 수유역부근까지 가능합니다 가격대가 있어서 직거래만 하겠습니다!!,웨어러블(워치),서울특별시 도봉구 쌍문제2동,https://m.bunjang.co.kr/products/185897339?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
486,"삼성 갤럭시워치4 44mm 블랙 (블루투스, SM-870N) 단순개봉 팝","200,000",2,69,"2주 전, 삼성 공식홈페이지에서 구매한 워치4 44mm 블루투스 검정 팝니다! 

단순 개봉 후, 사이즈가 맞지않아 팝니다.
(사용X, 기스X) 

구성품(박스,충전기) 모두 그대로 입니다.
(제조연월: 2022.03)

연락주세요~^^",웨어러블(워치),전국,https://m.bunjang.co.kr/products/185887030?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
487,갤럭시워치4클래식 46mm 미개봉 판매합니다,"300,000",1,218,"🤳 #중고폰맛집 역시 해피텔레콤입니다 🧿

🙏안심하세요!! 철저한 UV살균 및 소독후  출고됩니다.

중고폰 구매, 걱정마세요👐
처음부터 끝까지 신뢰가는 중고폰

👍갤럭시 워치4클래식 46mm 미개봉




            🎀2022년 해피 이벤트🎀

🗯이벤트 1️⃣= 무료배송 

🗯이벤트 2️⃣=총 5종 사은품증정
 (필름+젤리케이스+유심핀+교환보증서비스+액정클리너)


  🔄통신사 3사호환가능🔄

         N🔍등급안내🔎

💥등급은 외관으로만 분류하며 기기 성능에는 이상이 없습니다💥

🚩미개봉-박스 오픈 안돼는 제품

🚩가계통- 박스만 오픈 되는 제품


📦배송안내📦
- 주말 및 공휴일은 배송기간에서 제외됩니다.
- 제주도 지역 외 도서산간 지역은 추가금이 발생 할 수 있습니다.
- 방문구입을 원하시는 경우 영업시간내 미리 연락후 방문해 주시면 됩니다.
- 단순 변심으로 인한 왕복택배비 6.000원은 고객님 부담입니다.
- 제품의 재고가 부족한 경우 배송기간이 추가로 소요될 수 있으며 고객님께 미리 연락하여 안내해 드립니다.

🔶️교환 및 반품 A/S안내🔶️
- 단순 변심으로 인한 교환 및 반품은 상품수령후 7일 이내에만 가능합니다.
- 구입 후 휴대폰 뒷면에 있는 스티커(라벨) 분실 및 손상되었을 경우는 반품 및 교환이 불가합니다.
- 제품을 구매하신 모든 구매 고객님께 30일동안 무상보증교환 서비스를 제공하며
   
문의 :  0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
대량 및 렌탈문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
매입문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣",웨어러블(워치),서울특별시 광진구 구의제3동,https://m.bunjang.co.kr/products/181971734?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
488,갤럭시 워치4 44mm 미개봉 판매합니다,"210,000",1,78,"🤳 #중고폰맛집 역시 해피텔레콤입니다 🧿

🙏안심하세요!! 철저한 UV살균 및 소독후  출고됩니다.

중고폰 구매, 걱정마세요👐
처음부터 끝까지 신뢰가는 중고폰

👍갤럭시 워치4 44mm 미개봉




            🎀2022년 해피 이벤트🎀

🗯이벤트 1️⃣= 무료배송 

🗯이벤트 2️⃣=총 5종 사은품증정
 (필름+젤리케이스+유심핀+교환보증서비스+액정클리너)


  🔄통신사 3사호환가능🔄

         N🔍등급안내🔎

💥등급은 외관으로만 분류하며 기기 성능에는 이상이 없습니다💥

🚩미개봉-박스 오픈 안돼는 제품

🚩가계통- 박스만 오픈 되는 제품


📦배송안내📦
- 주말 및 공휴일은 배송기간에서 제외됩니다.
- 제주도 지역 외 도서산간 지역은 추가금이 발생 할 수 있습니다.
- 방문구입을 원하시는 경우 영업시간내 미리 연락후 방문해 주시면 됩니다.
- 단순 변심으로 인한 왕복택배비 6.000원은 고객님 부담입니다.
- 제품의 재고가 부족한 경우 배송기간이 추가로 소요될 수 있으며 고객님께 미리 연락하여 안내해 드립니다.

🔶️교환 및 반품 A/S안내🔶️
- 단순 변심으로 인한 교환 및 반품은 상품수령후 7일 이내에만 가능합니다.
- 구입 후 휴대폰 뒷면에 있는 스티커(라벨) 분실 및 손상되었을 경우는 반품 및 교환이 불가합니다.
- 제품을 구매하신 모든 구매 고객님께 30일동안 무상보증교환 서비스를 제공하며
   
문의 :  0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
대량 및 렌탈문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
매입문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣",웨어러블(워치),서울특별시 광진구 구의제3동,https://m.bunjang.co.kr/products/181971189?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
489,갤럭시워치4 실버 44mm 블루투스 자급제,"140,000",0,190,"단순 출퇴근 용도로 사용했습니다

​

상태는 매우 좋으며 테두리 보호 케이스도 같이 드립니다

​

모든 구성품과 충전기 비닐도 뜯지 않은 상태입니다

​

***-****-**** 문자 또는 채팅주세요

​

쿨거시 택포로 드립니다

​",웨어러블(워치),전국,https://m.bunjang.co.kr/products/185877027?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
490,갤럭시워치 액티브2 판매합니다.,"100,000",3,112,"갤럭시워치 액티브2 판매합니다.

1년반정도 사용 했으며, 잔기스는 있습니다. ",웨어러블(워치),경기도 의정부시 호원1동,https://m.bunjang.co.kr/products/185519650?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
491,삼성갤럭시워치 fit2 완전 새상품팝니다,"30,000",2,70,박스 스티커도 안 뗀 완전 새상품입니다,웨어러블(워치),경기도 안산시 단원구 와동,https://m.bunjang.co.kr/products/185327172?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
492,갤럭시 워치 3 블루투스,"250,000",0,26,"원가 40 초중반 
급처 절충 ㄴ 여유줄 2개다 드림 ",웨어러블(워치),경상북도 경산시 압량면,https://m.bunjang.co.kr/products/185863281?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
493,갤럭시워치2 팝니다~,"80,000",1,44,"갤럭시워치2 블루투스용 팝니다~
풀박으로 드리고요.
상태는 좋습니다.
액정필름 강화유리 되어있어요.
작동정상입니다. 생활스크레치 정도는 있습니다.
중고거래상 반품 안되요.
직거래 택배거래 다됩니다.
택배시 착불입니다.
직거래는 평택이나 화성 입니다.",웨어러블(워치),경기도 평택시 서정동,https://m.bunjang.co.kr/products/184243950?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
494,새상품 갤럭시워치4,"200,000",0,5,"새상품
방금택배받고 판매합니다
갤럭시 워치 4/핑크
포장뜯지않음",웨어러블(워치),서울특별시 송파구 풍납2동,https://m.bunjang.co.kr/products/185835511?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
495,갤럭시 워치 4 LTE,"150,000",24,433,"구입하고 단순개봉만해보고 필요없을거같아 보관해두고 있다 팝니다
오목교역 직거래 가능합니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184983096?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
496,갤럭시워치4 클래식 46mm 미개봉,"240,000",6,353,"워치4 클래식 46mm 미개봉입니다.

실버 블랙 있어요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/185746015?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
497,갤럭시 워치 시리즈 4 판매합니다,"210,000",1,47,"갤럭시 워치 4 판매합니다.
작년 10월에 구매했습니다.

쿨거래 하시면 에눌해드립니다 ~!~! 
직거래 택배 다 가능합니당 ㅎㅎ 
택포요~~~ ",웨어러블(워치),대전광역시 동구 가양2동,https://m.bunjang.co.kr/products/185814513?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
498,갤럭시워치4 44mm 판매합니다,"210,000",2,54,"🤳 #중고폰맛집 역시 해피텔레콤입니다 🧿

🙏안심하세요!! 철저한 UV살균 및 소독후  출고됩니다.

중고폰 구매, 걱정마세요👐
처음부터 끝까지 신뢰가는 중고폰

👍갤럭시워치4 44mm

👍미개봉

👍LTE

👍LGU+

👍16GB

👍실버 / 블랙





            🎀2022년 해피 이벤트🎀

🗯이벤트 1️⃣= 무료배송 

🗯이벤트 2️⃣=총 5종 사은품증정
 (필름+젤리케이스+유심핀+교환보증서비스+액정클리너)


  🔄통신사 3사호환가능🔄

         N🔍등급안내🔎

💥등급은 외관으로만 분류하며 기기 성능에는 이상이 없습니다💥

🚩미개봉-박스 오픈 안돼는 제품

🚩가계통- 박스만 오픈 되는 제품


📦배송안내📦
- 주말 및 공휴일은 배송기간에서 제외됩니다.
- 제주도 지역 외 도서산간 지역은 추가금이 발생 할 수 있습니다.
- 방문구입을 원하시는 경우 영업시간내 미리 연락후 방문해 주시면 됩니다.
- 단순 변심으로 인한 왕복택배비 6.000원은 고객님 부담입니다.
- 제품의 재고가 부족한 경우 배송기간이 추가로 소요될 수 있으며 고객님께 미리 연락하여 안내해 드립니다.

🔶️교환 및 반품 A/S안내🔶️
- 단순 변심으로 인한 교환 및 반품은 상품수령후 7일 이내에만 가능합니다.
- 구입 후 휴대폰 뒷면에 있는 스티커(라벨) 분실 및 손상되었을 경우는 반품 및 교환이 불가합니다.
- 제품을 구매하신 모든 구매 고객님께 30일동안 무상보증교환 서비스를 제공하며
   
문의 :  0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
대량 및 렌탈문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣
매입문의 : 0⃣1⃣0⃣ 9️⃣8️⃣5️⃣7️⃣ 1️⃣5️⃣6️⃣0️⃣",웨어러블(워치),서울특별시 광진구 구의제3동,https://m.bunjang.co.kr/products/185148475?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
499,미개봉 갤럭시워치4 클래식 42mm 블루투스 실버,"245,000",0,78,"삼성 갤럭시워치4 클래식 42mm 
블루투스 실버 미개봉 새상품
SM-R880N

워치4U 액세사리 3만원 할인쿠폰도 가능합니다
네고문의 사양합니다 

번개페이 환영합니다!!",웨어러블(워치),경기도 김포시 고촌읍,https://m.bunjang.co.kr/products/185704956?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
500,갤럭시워치4 톰브라운 삽니다!!,0,0,1153,연락주세요!! 사고싶어요ㅠㅠㅠ,웨어러블(워치),인천광역시 부평구 십정2동,https://m.bunjang.co.kr/products/161854961?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
501,미개봉LTE 갤럭시워치4 44mm실버 판매,"230,000",4,100,"갤럭시 워치4 44mm실버 lte제품입니다
미개봉이구요 
블루투스보다 3만원비싸게주고구입하였구요
개통해서사용가능하고 개통안하시면 블루투스로사용하시면됩니다
폰변경으로 판매합니다",웨어러블(워치),대전광역시 중구 은행선화동,https://m.bunjang.co.kr/products/185785903?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
502,미개봉LTE 갤럭시워치4 40mm블랙 판매,"200,000",6,100,"갤럭시 워치4 40mm블랙 lte제품입니다
미개봉이구요 제조년월22년3월 입니다
블루투스보다 3만원비싸게주고구입하였구요
개통해서사용가능하고 개통안하시면 블루투스로사용하시면됩니다
폰변경으로 판매합니다",웨어러블(워치),대전광역시 중구 은행선화동,https://m.bunjang.co.kr/products/185785882?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
503,갤럭시워치4,"250,000",1,55,"25만원 택포해서 사고싶습니다!
",웨어러블(워치),전라북도 군산시 수송동,https://m.bunjang.co.kr/products/185762738?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
504,갤럭시워치4(40mm) 팝니다.(새상품),"200,000",11,1007,"※갤럭시워치4(40mm)블랙팝니다.
미개봉,새상품 입니다.
블루투스입니다

제조년월 21년 9-10월입니다.

직거래or택배거래 둘다가능합니다.
직거래는 일산라페먹자쪽에서만합니다.

에눌문의xxxx",웨어러블(워치),경기도 고양시 일산서구 주엽1동,https://m.bunjang.co.kr/products/168985220?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
505,갤럭시 워치3_45mm_lte_충전독 포함,"120,000",1,130,"갤럭시 워치3 판매합니다. ( R845 )

블랙 색상 입니다.
45mm입니다.

상태 A급 입니다.
가격은 12만원 입니다.
[ 충전독 포함 가격 입니다. ]

오전 10시 ~ 오후 8시 부평역 부근에서 거래 가능하구요.
( 그 이후에는 부천에서 가능 )

문의는 ***-****-**** 으로 편하게 연락주세요 ^^
좋은 하루 보내시길 바랍니다 ^^",웨어러블(워치),인천광역시 부평구 부평6동,https://m.bunjang.co.kr/products/184567077?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
506,갤럭시 워치 판매합니다,"70,000",0,28,r-805 판매합니다  생활기스 사용감 있습니다,웨어러블(워치),서울특별시 광진구 구의제3동,https://m.bunjang.co.kr/products/185530874?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
507,갤럭시워치4 클래식 42mm,"190,000",11,301,"구매일자 22.03.19 
제조일자 22.01.20
상자는 강아지가 씹어버려서 없고 충전기,워치 만있습니다. 실사용횟수 2회  방치만 하여 판매합니다 (기스 x 하자 x) 
적당한 네고 가능 진천읍 직거래",웨어러블(워치),충청북도 진천군 진천읍,https://m.bunjang.co.kr/products/185702500?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
508,갤럭시워치4 클래식 팝니다.,"210,000",2,136,"한달 안되게 사용하였고 저한테는 너무 무거워서  판매하게됩니다
직거래는 서울 강동구 암사역 부분에서 가능합니다
궁금하신점은 번개톡 문의바라겠습니다.",남성 시계,서울특별시 강동구 암사제1동,https://m.bunjang.co.kr/products/185517791?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
509,갤럭시워치4클래식42mm블랙,"240,000",0,139,삼성갤럭시워치4클래식 42미리 블랙입니다 ,기타(오디오/영상/관련기기),경상남도 김해시 삼안동,https://m.bunjang.co.kr/products/185691320?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
510,갤럭시 워치4 클래식 블랙 42mm(판매 및 교환),"240,000",0,188,"2021년 말에 구매 후 사용 5번 이하로 했습니다
생활기스 조금 있으나 필름 붙이고 사용해서 거의 티 안 나요
두 번째 사진 참고해 주세요 자세히 봐야 보이는 정도입니다

갤럭시 워치4 실버나 갤럭시 워치4클래식 실버랑 교환 가능합니다!",웨어러블(워치),광주광역시 광산구 첨단2동,https://m.bunjang.co.kr/products/185682292?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
511,갤럭시워치4 44mm,"180,000",2,366,"21년 12월에 구입한 워치 팝니다 
줄도 3개 더 있고 필요하시면 드리겠습니다 더 필요한
사진있으시면 연락해주시면 보내드리겠습니다
상태는 좋습니다! ",웨어러블(워치),강원도 인제군 기린면,https://m.bunjang.co.kr/products/181575753?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
512,갤럭시 워치 블랙,"80,000",0,25,"18년 10월 구매했습니다.
실사용은 1년 이구요.
기스싫어해서 후면빼고 측면 전면 다 보호필름 부착하고 사용했습니다. 상태 A급입니다.
자세한 사항은 사진참조해주세요.",웨어러블(워치),경기도 하남시 천현동,https://m.bunjang.co.kr/products/185503812?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
513,갤워치4 4mm 팔아봐용,"200,000",2,13,"4월15일구매
2일착용 기스없이 깨끗합니다.
구성품은 집에 있어요~",웨어러블(워치),전국,https://m.bunjang.co.kr/products/185606328?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
514,갤럭시 워치 충전독,"20,000",1,41,"미개봉 새제품
직거래-대구 침산동
택배거래-타지역
안전거래가능(수수료 구매자 부담)",웨어러블(워치),대구광역시 북구 침산3동,https://m.bunjang.co.kr/products/183798221?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
515,갤럭시 워치4_40mm_lte/새상품,"180,000",23,779,"갤럭시 워치4 판매합니다. ( R865 )

미사용 새상품 입니다.
40mm입니다.

색상은 실버, 블랙 입니다.
가격은 각 18만원 입니다.

오전 10시 ~ 오후 8시 부평역 부근에서 거래 가능하구요.
( 그 이후에는 부천에서 가능 )

문의는 ***-****-**** 으로 편하게 연락주세요 ^^
좋은 하루 보내시길 바랍니다 ^^",웨어러블(워치),인천광역시 부평구 부평6동,https://m.bunjang.co.kr/products/179675918?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
516,갤럭시워치4 46mm,"210,000",4,170,귀찮아서 안차고 다녀서 팝니다. 안차고 다녀서 겁나 깔끔합니다. 시계줄 보너스로 드리겠습니다. 풀박입니다.,웨어러블(워치),전라북도 정읍시 내장상동,https://m.bunjang.co.kr/products/184789789?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
517,갤럭시워치4클래식(42mm/블랙),"190,000",1,138,"갤럭시워치4클래식 42mm
블루투스 모델입니다.
컬러는 블랙입니다.
투명클리어케이스 부착되어있습니다.
실착용 2번으로 새제품이나 다름없습니다.

에눌문의는 정중히 사양합니다.
배송비포함입니다.",웨어러블(워치),부산광역시 부산진구 양정제2동,https://m.bunjang.co.kr/products/185534549?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
518,갤럭시 워치3 45mm 블랙 블루투스,"180,000",1,188,"직업상 시계 찰 일이 거의 없어 충전기에만 꼽혀 있던 놈입니다 새거나 마찬가지에요

직거래만 할게요 부천역 신중동역 구리역 선호합니다",웨어러블(워치),경기도 부천시 중동,https://m.bunjang.co.kr/products/160170783?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
519,[미개봉]갤럭시 워치 4 42mm(블랙) 블루투스 팔아용,"250,000",0,92," 미개봉 입니다!!!
갤럭시 워치 블루튜스 
클래식 42mm(블랙) 제조년월 : 22년 03
3만원 쿠폰 사용 가능합니다!
연락주세요!!!",웨어러블(워치),서울특별시 관악구 남현동,https://m.bunjang.co.kr/products/185519889?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
520,갤럭시워치 클래식 46mm 42mm 등 판매합니다,"230,000",8,498,"삼성 갤럭시워치4 클래식 46mm 블랙 42mm 블랙, 실버
갤럭시워치4 44mm, 40mm 판매합니다

블루투스 버전입니다.

기기상태는 사진과 같습니다. 대부분 개봉만한 미사용 제품입니다.
.

​

판매금액은 

갤럭시워치4 클래식 42mm 실버 : 23만원

갤럭시워치4 클래식 42mm 블랙 : 23만원

갤럭시워치4 클래식 46mm 실버 : 품절

갤럭시워치4 클래식 46mm 블랙 : 25만원(재입고)


갤럭시워치4 40mm 실버 : 품절

갤럭시워치4 40mm 핑크 : 17만원(재입고)

갤럭시워치4 44mm 블랙 : 19만원

갤럭시워치4 44mm 그린 : 19만원


동탄, 병점, 기산동 인근에서 직거래합니다.

가능하면 직거래위주였으면 좋겠구요~

택배거래는 노클레임, 노리턴조건이며
착불발송 혹은 2500원 추가입금해주시면 우체국택배 선불로 발송드립니다.
원하실경우 발송전 실사 찍어드립니다.

​

***-****-**** 입니다. 이쪽으로 문자나 전화주시면 되요~

​

혹시라도 업무중이라 전화를 못받는 경우가 있으면 문자남겨주세요~

문자확인후 바로 연락드리도록 하겠습니다.~

판매완료되면 판매완료로 표기하도록 하겠습니다. 아직 글이 있으면 판매중이니 많은 연락바랍니다.^^

​

그럼 좋은 하루 되세요~",웨어러블(워치),경기도 화성시 진안동,https://m.bunjang.co.kr/products/185241517?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
521,갤럭시워치4 블랙 40미리 구성품ㅇ,"170,000",1,28,"구성품 박스 있는데 본가에 놔두고와서 
다음주쯤에  따로 드릴수있습니다 


오늘 정상해지했습니다 
플립3 사전예약하면서 같이 구매했었습니다 
갤럭시 저랑 안맞아서 바로 아이폰으로 바꾸게되어 실사용 일주일도 안됩니다 
거의 새제품이라해도 무관해요 
잘 안하게되기도 하고 
워치는 직장인들한테 최적화된거같아요 ㅜ
연락주세요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/185487672?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
522,미개봉) 갤럭시워치4 42mm 실버,"255,000",1,65,"미개봉 상품입니다
",웨어러블(워치),울산광역시 남구 대현동,https://m.bunjang.co.kr/products/184779325?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
523,갤럭시워치 액티브2 44 lte판매,"70,000",24,548,"시합준비때문에
쓰고 코로나 터지고 안쓴 시계입니다
다른 모델로 바꿔서 싸게 판매합니다
kt로썼습니다
",웨어러블(워치),부산광역시 북구 구포제3동,https://m.bunjang.co.kr/products/185368866?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
524,갤럭시 워치 30프로 할인,"12,000",0,84,물품가격+12000원 주시면 주소지 변경해서 드릴께여~~~,웨어러블(워치),대구광역시 수성구 고산2동,https://m.bunjang.co.kr/products/185439026?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
525,갤럭시 워치 46mm LTE,"95,000",5,262,"갤럭시워치 46mm LTE 판메합니다.

최초 통신사 KT이구요 현재는 전 통신사 쓰셔도 상관없어요 생활기스는 있으나 액정은 보호필름착용해놔서 이상없구요 충전하면 배터리상태 3~4일 가구요
초기화시켜놓겠습니다.

스트랩사서 쓰려고하니 아이폰으로 넘어가면서 같이팔게 되네요

궁금한거있으면 연락주세요.",스마트폰,전국,https://m.bunjang.co.kr/products/164999439?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
526,갤럭시 워치4 클래식 42mm 팝니다.,"270,000",0,147,"갤럭시 워치4 클래식 42mm 블랙입니다
블루투스 제품입니다
실착유무: 거짓말 없이 7일정도 착용(사진봐도 깨끗함)
구성품: 풀박
이유: 막상 사니 착용을 안해서 파는거니 걱정마세요 안전거래 환영입니다

쿨거래시 네고들어갑니다
필요하신 부분에 사진이 있으시면 편하게 연락주십시오


",웨어러블(워치),부산광역시 사하구 다대제1동,https://m.bunjang.co.kr/products/178551886?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
527,갤럭시 워치4 클래식 42mm 블랙 팝니다,"270,000",1,204,"갤럭시 워치4 클래식 42mm 블랙입니다
실착유무: 거짓말 없이 7일정도 착용(사진봐도 깨끗함)
구성품: 풀박
이유: 막상 사니 착용을 안해서 파는거니 걱정마세요 안전거래 환영입니다

쿨거래시 네고들어갑니다
필요하신 부분에 사진이 있으시면 편하게 연락주십시오



",웨어러블(워치),부산광역시 사하구 다대제1동,https://m.bunjang.co.kr/products/178552376?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
